,station_status,num_bikes_available,num_ebikes_available,eightd_has_available_keys,legacy_id,num_bikes_disabled,num_docks_available,is_installed,station_id,num_docks_disabled,is_renting,is_returning,last_reported,last_update
1011,active,0,0,False,4059,0,31,1,4059,0,1,1,1670631149,2022-12-10 01:15:00.728023
1012,active,0,0,False,4060,1,22,1,4060,0,1,1,1670634939,2022-12-10 01:15:00.728023
1013,active,1,1,False,4061,1,22,1,4061,0,1,1,1670633265,2022-12-10 01:15:00.728023
1014,active,0,0,False,4062,1,21,1,4062,0,1,1,1670632124,2022-12-10 01:15:00.728023
1015,active,1,1,False,4063,0,22,1,4063,0,1,1,1670632714,2022-12-10 01:15:00.728023
1016,active,11,3,False,4064,0,12,1,4064,0,1,1,1670634524,2022-12-10 01:15:00.728023
1017,active,2,2,False,4065,1,32,1,4065,0,1,1,1670633549,2022-12-10 01:15:00.728023
1018,active,0,0,False,4066,0,23,1,4066,0,1,1,1670622547,2022-12-10 01:15:00.728023
1019,active,1,1,False,4067,1,21,1,4067,0,1,1,1670611739,2022-12-10 01:15:00.728023
1020,active,3,2,False,4068,0,25,1,4068,0,1,1,1670634497,2022-12-10 01:15:00.728023
1021,active,1,0,False,4069,0,23,1,4069,0,1,1,1670616556,2022-12-10 01:15:00.728023
1022,active,3,2,False,4070,1,20,1,4070,0,1,1,1670634497,2022-12-10 01:15:00.728023
1023,active,3,3,False,4071,2,16,1,4071,0,1,1,1670633948,2022-12-10 01:15:00.728023
1024,active,22,1,False,4073,1,11,1,4073,0,1,1,1670633840,2022-12-10 01:15:00.728023
1025,active,1,1,False,4074,0,20,1,4074,0,1,1,1670627997,2022-12-10 01:15:00.728023
1026,active,14,3,False,4075,4,20,1,4075,0,1,1,1670634370,2022-12-10 01:15:00.728023
1027,active,22,0,False,4076,1,6,1,4076,0,1,1,1670618366,2022-12-10 01:15:00.728023
1028,active,3,0,False,4078,1,27,1,4078,0,1,1,1670634598,2022-12-10 01:15:00.728023
1029,active,20,1,False,4080,0,1,1,4080,0,1,1,1670617563,2022-12-10 01:15:00.728023
1030,active,5,0,False,4081,0,16,1,4081,0,1,1,1670614958,2022-12-10 01:15:00.728023
1031,active,13,2,False,4082,0,16,1,4082,0,1,1,1670631185,2022-12-10 01:15:00.728023
1032,active,6,3,False,4083,1,13,1,4083,0,1,1,1670632699,2022-12-10 01:15:00.728023
1033,active,8,3,False,4084,1,12,1,4084,0,1,1,1670631993,2022-12-10 01:15:00.728023
1034,active,10,1,False,4085,1,14,1,4085,0,1,1,1670633840,2022-12-10 01:15:00.728023
1035,active,18,0,False,4086,1,2,1,4086,0,1,1,1670617241,2022-12-10 01:15:00.728023
1036,active,0,0,False,4087,1,20,1,4087,0,1,1,1670632652,2022-12-10 01:15:00.728023
1037,active,4,4,False,4088,0,15,1,4088,0,1,1,1670633430,2022-12-10 01:15:00.728023
1038,active,1,0,False,4090,0,19,1,4090,0,1,1,1670614715,2022-12-10 01:15:00.728023
1039,active,11,0,False,4091,2,8,1,4091,0,1,1,1670615186,2022-12-10 01:15:00.728023
1040,active,17,1,False,4092,0,2,1,4092,0,1,1,1670627053,2022-12-10 01:15:00.728023
1041,active,9,4,False,4094,0,12,1,4094,0,1,1,1670631254,2022-12-10 01:15:00.728023
1042,active,17,1,False,4095,1,3,1,4095,0,1,1,1670634652,2022-12-10 01:15:00.728023
1043,active,9,1,False,4096,0,21,1,4096,0,1,1,1670633570,2022-12-10 01:15:00.728023
1044,active,0,0,False,4098,1,19,1,4098,0,1,1,1670631761,2022-12-10 01:15:00.728023
1045,active,19,2,False,4099,0,2,1,4099,0,1,1,1670627243,2022-12-10 01:15:00.728023
1046,active,17,0,False,4101,0,2,1,4101,0,1,1,1670626438,2022-12-10 01:15:00.728023
1047,active,3,3,False,4102,1,18,1,4102,0,1,1,1670629636,2022-12-10 01:15:00.728023
1048,active,0,0,False,4103,0,19,1,4103,0,1,1,1670625288,2022-12-10 01:15:00.728023
1049,active,2,0,False,4104,0,18,1,4104,0,1,1,1670634604,2022-12-10 01:15:00.728023
1050,active,1,0,False,4105,0,20,1,4105,0,1,1,1670634925,2022-12-10 01:15:00.728023
1051,active,3,2,False,4106,1,15,1,4106,0,1,1,1670634158,2022-12-10 01:15:00.728023
1052,active,11,3,False,4107,0,13,1,4107,0,1,1,1670625637,2022-12-10 01:15:00.728023
1053,active,0,0,False,4108,2,17,1,4108,0,1,1,1670630632,2022-12-10 01:15:00.728023
1054,active,3,1,False,4109,0,17,1,4109,0,1,1,1670615388,2022-12-10 01:15:00.728023
1055,active,3,1,False,4110,0,27,1,4110,0,1,1,1670634556,2022-12-10 01:15:00.728023
1056,active,22,0,False,4111,3,44,1,4111,0,1,1,1670634336,2022-12-10 01:15:00.728023
1057,active,17,6,False,4112,0,0,1,4112,0,1,1,1670633312,2022-12-10 01:15:00.728023
1058,active,21,3,False,4113,0,0,1,4113,0,1,1,1670632765,2022-12-10 01:15:00.728023
1059,active,23,8,False,4114,0,1,1,4114,0,1,1,1670634087,2022-12-10 01:15:00.728023
1060,active,15,6,False,4115,0,9,1,4115,0,1,1,1670623542,2022-12-10 01:15:00.728023
1061,active,13,2,False,4116,0,5,1,4116,0,1,1,1670628764,2022-12-10 01:15:00.728023
1062,active,8,0,False,4117,0,19,1,4117,0,1,1,1670634302,2022-12-10 01:15:00.728023
1063,active,6,0,False,4120,0,36,1,4120,0,1,1,1670634764,2022-12-10 01:15:00.728023
1064,active,22,0,False,4121,9,21,1,4121,0,1,1,1670634447,2022-12-10 01:15:00.728023
1065,active,9,1,False,4122,5,39,1,4122,0,1,1,1670634942,2022-12-10 01:15:00.728023
1066,active,2,1,False,4123,0,38,1,4123,0,1,1,1670634636,2022-12-10 01:15:00.728023
1067,active,13,10,False,4124,3,31,1,4124,0,1,1,1670634167,2022-12-10 01:15:00.728023
1068,active,33,1,False,4125,2,2,1,4125,0,1,1,1670634170,2022-12-10 01:15:00.728023
1069,active,15,0,False,4126,1,2,1,4126,0,1,1,1670634801,2022-12-10 01:15:00.728023
1070,active,16,3,False,4127,0,3,1,4127,0,1,1,1670631446,2022-12-10 01:15:00.728023
1071,active,3,0,False,4128,1,20,1,4128,0,1,1,1670634038,2022-12-10 01:15:00.728023
1072,active,12,0,False,4129,0,6,1,4129,0,1,1,1670634854,2022-12-10 01:15:00.728023
1073,active,11,0,False,4130,1,10,1,4130,0,1,1,1670629592,2022-12-10 01:15:00.728023
1074,active,9,0,False,4131,1,9,1,4131,0,1,1,1670633030,2022-12-10 01:15:00.728023
1075,active,4,0,False,4132,0,15,1,4132,0,1,1,1670630843,2022-12-10 01:15:00.728023
1076,active,4,2,False,4133,1,15,1,4133,0,1,1,1670631777,2022-12-10 01:15:00.728023
1077,active,11,2,False,4134,0,13,1,4134,0,1,1,1670634547,2022-12-10 01:15:00.728023
1078,active,0,0,False,4135,4,19,1,4135,0,1,1,1670630321,2022-12-10 01:15:00.728023
1079,active,19,4,False,4136,0,3,1,4136,0,1,1,1670632910,2022-12-10 01:15:00.728023
1080,active,1,1,False,4137,26,0,1,4137,0,1,1,1670634871,2022-12-10 01:15:00.728023
1081,active,12,0,False,4138,0,7,1,4138,0,1,1,1670621914,2022-12-10 01:15:00.728023
1082,active,0,0,False,4139,1,18,1,4139,0,1,1,1670631474,2022-12-10 01:15:00.728023
1083,active,5,3,False,4140,0,19,1,4140,0,1,1,1670631377,2022-12-10 01:15:00.728023
1084,active,14,0,False,4141,0,6,1,4141,0,1,1,1670631486,2022-12-10 01:15:00.728023
1085,active,9,0,False,4142,0,10,1,4142,0,1,1,1670619570,2022-12-10 01:15:00.728023
1086,active,2,0,False,4143,0,19,1,4143,0,1,1,1670615333,2022-12-10 01:15:00.728023
1087,active,2,2,False,4144,1,19,1,4144,0,1,1,1670631630,2022-12-10 01:15:00.728023
1088,active,3,0,False,4146,2,25,1,4146,0,1,1,1670629535,2022-12-10 01:15:00.728023
1089,active,4,4,False,4147,1,13,1,4147,0,1,1,1670631347,2022-12-10 01:15:00.728023
1090,active,3,0,False,4148,0,24,1,4148,0,1,1,1670625353,2022-12-10 01:15:00.728023
1091,active,1,1,False,4149,1,18,1,4149,0,1,1,1670634150,2022-12-10 01:15:00.728023
1092,active,18,1,False,4151,0,3,1,4151,0,1,1,1670633899,2022-12-10 01:15:00.728023
1093,active,1,1,False,4152,2,18,1,4152,0,1,1,1670632961,2022-12-10 01:15:00.728023
1094,active,2,0,False,4153,1,24,1,4153,0,1,1,1670620390,2022-12-10 01:15:00.728023
1095,active,9,2,False,4154,0,10,1,4154,0,1,1,1670618109,2022-12-10 01:15:00.728023
1096,active,13,9,False,4155,3,3,1,4155,0,1,1,1670627590,2022-12-10 01:15:00.728023
1097,active,8,4,False,4156,0,11,1,4156,0,1,1,1670633450,2022-12-10 01:15:00.728023
1098,active,3,2,False,4157,0,14,1,4157,0,1,1,1670629343,2022-12-10 01:15:00.728023
1099,active,4,1,False,4158,0,15,1,4158,0,1,1,1670620877,2022-12-10 01:15:00.728023
1100,active,3,0,False,4159,0,16,1,4159,0,1,1,1670618700,2022-12-10 01:15:00.728023
1101,active,13,2,False,4160,0,5,1,4160,0,1,1,1670621966,2022-12-10 01:15:00.728023
1102,active,12,2,False,4161,0,23,1,4161,0,1,1,1670633669,2022-12-10 01:15:00.728023
1103,active,8,1,False,4162,0,11,1,4162,0,1,1,1670634334,2022-12-10 01:15:00.728023
1104,active,6,0,False,4163,0,13,1,4163,0,1,1,1670626827,2022-12-10 01:15:00.728023
1105,active,18,4,False,4164,0,2,1,4164,0,1,1,1670619751,2022-12-10 01:15:00.728023
1106,active,12,4,False,4165,0,7,1,4165,0,1,1,1670633302,2022-12-10 01:15:00.728023
1107,active,20,0,False,4166,0,7,1,4166,0,1,1,1670621529,2022-12-10 01:15:00.728023
1108,active,11,4,False,4167,0,8,1,4167,0,1,1,1670633952,2022-12-10 01:15:00.728023
1109,active,2,2,False,4168,2,15,1,4168,0,1,1,1670634190,2022-12-10 01:15:00.728023
1110,active,2,2,False,4169,0,19,1,4169,0,1,1,1670630688,2022-12-10 01:15:00.728023
1111,active,17,0,False,4170,0,2,1,4170,0,1,1,1670634767,2022-12-10 01:15:00.728023
1112,active,1,1,False,4171,1,19,1,4171,0,1,1,1670634015,2022-12-10 01:15:00.728023
1113,active,2,1,False,4172,0,17,1,4172,0,1,1,1670633635,2022-12-10 01:15:00.728023
1114,active,10,0,False,4173,1,10,1,4173,0,1,1,1670622062,2022-12-10 01:15:00.728023
1115,active,18,8,False,4174,0,2,1,4174,0,1,1,1670632570,2022-12-10 01:15:00.728023
1116,active,19,5,False,4175,0,1,1,4175,0,1,1,1670633131,2022-12-10 01:15:00.728023
1117,active,19,2,False,4176,1,4,1,4176,0,1,1,1670633363,2022-12-10 01:15:00.728023
1118,active,7,4,False,4177,0,12,1,4177,0,1,1,1670626369,2022-12-10 01:15:00.728023
1119,active,7,1,False,4179,0,16,1,4179,0,1,1,1670622845,2022-12-10 01:15:00.728023
1120,active,9,9,False,4181,0,9,1,4181,0,1,1,1670634728,2022-12-10 01:15:00.728023
1121,active,10,0,False,4182,0,8,1,4182,0,1,1,1670625308,2022-12-10 01:15:00.728023
1122,active,13,3,False,4183,1,3,1,4183,0,1,1,1670633349,2022-12-10 01:15:00.728023
1123,active,5,5,False,4184,0,22,1,4184,0,1,1,1670633292,2022-12-10 01:15:00.728023
1124,active,8,3,False,4185,0,10,1,4185,0,1,1,1670623809,2022-12-10 01:15:00.728023
1125,active,10,0,False,4186,0,17,1,4186,0,1,1,1670634583,2022-12-10 01:15:00.728023
1126,active,3,3,False,4188,0,28,1,4188,0,1,1,1670631200,2022-12-10 01:15:00.728023
1127,active,7,2,False,4190,0,12,1,4190,0,1,1,1670634817,2022-12-10 01:15:00.728023
1128,active,18,0,False,4191,0,2,1,4191,0,1,1,1670622961,2022-12-10 01:15:00.728023
1129,active,4,4,False,4192,0,15,1,4192,0,1,1,1670627337,2022-12-10 01:15:00.728023
1130,active,4,2,False,4193,1,15,1,4193,0,1,1,1670632415,2022-12-10 01:15:00.728023
1131,active,26,3,False,4194,1,3,1,4194,0,1,1,1670632576,2022-12-10 01:15:00.728023
1132,active,25,1,False,4195,1,4,1,4195,0,1,1,1670632315,2022-12-10 01:15:00.728023
1133,active,7,1,False,4198,0,14,1,4198,0,1,1,1670633697,2022-12-10 01:15:00.728023
1134,active,10,4,False,4199,0,10,1,4199,0,1,1,1670624873,2022-12-10 01:15:00.728023
1135,active,0,0,False,4200,1,26,1,4200,0,1,1,1670626924,2022-12-10 01:15:00.728023
1136,active,8,0,False,4201,0,13,1,4201,0,1,1,1670620677,2022-12-10 01:15:00.728023
1137,active,5,1,False,4202,1,13,1,4202,0,1,1,1670623590,2022-12-10 01:15:00.728023
1138,active,17,2,False,4203,3,0,1,4203,0,1,1,1670634315,2022-12-10 01:15:00.728023
1139,active,2,0,False,4204,0,18,1,4204,0,1,1,1670590605,2022-12-10 01:15:00.728023
1140,active,18,8,False,4205,0,1,1,4205,0,1,1,1670632473,2022-12-10 01:15:00.728023
1141,active,8,1,False,4206,0,17,1,4206,0,1,1,1670633956,2022-12-10 01:15:00.728023
1142,active,2,2,False,4207,1,15,1,4207,0,1,1,1670634937,2022-12-10 01:15:00.728023
1143,active,10,0,False,4208,0,9,1,4208,0,1,1,1670629839,2022-12-10 01:15:00.728023
1144,active,2,1,False,4209,0,16,1,4209,0,1,1,1670634372,2022-12-10 01:15:00.728023
1145,active,5,0,False,4210,1,18,1,4210,0,1,1,1670633638,2022-12-10 01:15:00.728023
1146,active,8,5,False,4211,0,10,1,4211,0,1,1,1670624487,2022-12-10 01:15:00.728023
1147,active,4,1,False,4212,0,15,1,4212,0,1,1,1670634622,2022-12-10 01:15:00.728023
1148,active,1,0,False,4213,0,18,1,4213,0,1,1,1670625115,2022-12-10 01:15:00.728023
1149,active,26,4,False,4214,3,12,1,4214,0,1,1,1670634417,2022-12-10 01:15:00.728023
1150,active,21,0,False,4215,2,5,1,4215,0,1,1,1670634849,2022-12-10 01:15:00.728023
1151,active,50,11,False,4216,5,0,1,4216,0,0,0,1670625791,2022-12-10 01:15:00.728023
1152,active,24,3,False,4218,0,31,1,4218,0,1,1,1670634344,2022-12-10 01:15:00.728023
1153,active,5,1,False,4219,3,20,1,4219,0,1,1,1670634583,2022-12-10 01:15:00.728023
1154,active,1,1,False,4220,0,25,1,4220,0,1,1,1670634502,2022-12-10 01:15:00.728023
1155,active,20,0,False,4222,0,7,1,4222,0,1,1,1670633887,2022-12-10 01:15:00.728023
1156,active,22,9,False,4225,1,7,1,4225,0,1,1,1670634511,2022-12-10 01:15:00.728023
1157,active,1,1,False,4227,2,16,1,4227,0,1,1,1670616708,2022-12-10 01:15:00.728023
1158,active,13,10,False,4228,0,5,1,4228,0,1,1,1670634835,2022-12-10 01:15:00.728023
1159,active,7,0,False,4229,1,16,1,4229,0,0,0,1670488818,2022-12-10 01:15:00.728023
1160,active,13,7,False,4230,0,5,1,4230,0,1,1,1670631027,2022-12-10 01:15:00.728023
1161,active,19,6,False,4232,4,43,1,4232,0,1,1,1670634552,2022-12-10 01:15:00.728023
1162,active,0,0,False,4233,1,55,1,4233,0,1,1,1670634645,2022-12-10 01:15:00.728023
1163,active,6,1,False,4235,0,49,1,4235,0,1,1,1670634719,2022-12-10 01:15:00.728023
1164,active,2,2,False,4236,1,56,1,4236,0,1,1,1670634471,2022-12-10 01:15:00.728023
1165,active,13,3,False,4238,2,61,1,4238,0,1,1,1670634937,2022-12-10 01:15:00.728023
1166,active,3,0,False,4239,0,34,1,4239,0,1,1,1670634240,2022-12-10 01:15:00.728023
1167,active,10,1,False,4240,1,36,1,4240,0,1,1,1670634262,2022-12-10 01:15:00.728023
1168,active,13,1,False,4244,1,23,1,4244,0,1,1,1670634920,2022-12-10 01:15:00.728023
1169,active,5,3,False,4245,0,18,1,4245,0,1,1,1670634405,2022-12-10 01:15:00.728023
1170,active,2,0,False,4247,0,19,1,4247,0,1,1,1670634758,2022-12-10 01:15:00.728023
1171,active,69,3,False,4248,3,20,1,4248,0,1,1,1670633792,2022-12-10 01:15:00.728023
1172,active,24,3,False,4249,1,0,1,4249,0,1,1,1670634329,2022-12-10 01:15:00.728023
1173,active,7,0,False,4250,0,12,1,4250,0,1,1,1670628637,2022-12-10 01:15:00.728023
1174,active,6,2,False,4251,0,14,1,4251,0,1,1,1670629608,2022-12-10 01:15:00.728023
1175,active,9,3,False,4252,0,12,1,4252,0,1,1,1670630685,2022-12-10 01:15:00.728023
1176,active,1,1,False,4254,0,24,1,4254,0,1,1,1670634510,2022-12-10 01:15:00.728023
1177,active,13,0,False,4255,1,11,1,4255,0,1,1,1670634240,2022-12-10 01:15:00.728023
1178,active,8,3,False,4256,1,14,1,4256,0,1,1,1670633292,2022-12-10 01:15:00.728023
1179,active,4,4,False,4257,1,15,1,4257,0,1,1,1670634366,2022-12-10 01:15:00.728023
1180,active,6,0,False,4258,0,17,1,4258,0,1,1,1670633447,2022-12-10 01:15:00.728023
1181,active,3,0,False,4259,2,20,1,4259,0,1,1,1670627433,2022-12-10 01:15:00.728023
1182,active,3,1,False,4260,0,19,1,4260,0,1,1,1670633072,2022-12-10 01:15:00.728023
1183,active,2,1,False,4261,2,21,1,4261,0,1,1,1670634214,2022-12-10 01:15:00.728023
1184,active,7,0,False,4262,0,15,1,4262,0,1,1,1670629215,2022-12-10 01:15:00.728023
1185,active,7,1,False,4263,1,14,1,4263,0,1,1,1670633535,2022-12-10 01:15:00.728023
1186,active,25,13,False,4264,1,5,1,4264,0,1,1,1670633988,2022-12-10 01:15:00.728023
1187,active,2,0,False,4265,0,17,1,4265,0,1,1,1670633827,2022-12-10 01:15:00.728023
1188,active,1,0,False,4266,1,21,1,4266,0,1,1,1670634224,2022-12-10 01:15:00.728023
1189,active,3,3,False,4267,0,16,1,4267,0,1,1,1670632191,2022-12-10 01:15:00.728023
1190,active,18,5,False,4268,2,5,1,4268,0,1,1,1670634939,2022-12-10 01:15:00.728023
1191,active,13,2,False,4269,0,14,1,4269,0,1,1,1670623825,2022-12-10 01:15:00.728023
1192,active,16,9,False,4270,0,9,1,4270,0,1,1,1670634487,2022-12-10 01:15:00.728023
1193,active,14,4,False,4271,1,6,1,4271,0,1,1,1670634917,2022-12-10 01:15:00.728023
1194,active,7,0,False,4272,5,15,1,4272,0,1,1,1670630340,2022-12-10 01:15:00.728023
1195,active,4,2,False,4273,1,14,1,4273,0,1,1,1670629794,2022-12-10 01:15:00.728023
1196,active,2,0,False,4274,1,20,1,4274,0,1,1,1670630696,2022-12-10 01:15:00.728023
1197,active,14,7,False,4275,0,7,1,4275,0,1,1,1670632995,2022-12-10 01:15:00.728023
1198,active,2,0,False,4276,0,17,1,4276,0,1,1,1670624356,2022-12-10 01:15:00.728023
1199,active,12,0,False,4277,1,8,1,4277,0,1,1,1670632247,2022-12-10 01:15:00.728023
1200,active,39,3,False,4278,1,6,1,4278,0,1,1,1670634822,2022-12-10 01:15:00.728023
1201,active,14,2,False,4279,0,25,1,4279,0,1,1,1670634665,2022-12-10 01:15:00.728023
1202,active,36,7,False,4280,0,10,1,4280,0,1,1,1670634895,2022-12-10 01:15:00.728023
1203,active,24,1,False,4281,0,7,1,4281,0,1,1,1670634494,2022-12-10 01:15:00.728023
1204,active,31,1,False,4282,1,7,1,4282,0,1,1,1670634690,2022-12-10 01:15:00.728023
1205,active,6,6,False,4283,3,17,1,4283,0,1,1,1670634736,2022-12-10 01:15:00.728023
1206,active,4,1,False,4284,0,21,1,4284,0,1,1,1670633370,2022-12-10 01:15:00.728023
1207,active,0,0,False,4285,4,20,1,4285,0,1,1,1670634577,2022-12-10 01:15:00.728023
1208,active,11,10,False,4286,1,6,1,4286,0,1,1,1670634841,2022-12-10 01:15:00.728023
1209,active,1,0,False,4287,1,19,1,4287,0,1,1,1670631960,2022-12-10 01:15:00.728023
1210,active,0,0,False,4288,1,20,1,4288,0,1,1,1670633752,2022-12-10 01:15:00.728023
1211,active,0,0,False,4289,3,24,1,4289,0,1,1,1670632722,2022-12-10 01:15:00.728023
1212,active,13,2,False,4290,0,16,1,4290,0,1,1,1670632050,2022-12-10 01:15:00.728023
1213,active,17,3,False,4291,1,4,1,4291,0,1,1,1670633798,2022-12-10 01:15:00.728023
1214,active,20,7,False,4292,1,2,1,4292,0,1,1,1670629412,2022-12-10 01:15:00.728023
1215,active,13,3,False,4293,0,6,1,4293,0,1,1,1670628927,2022-12-10 01:15:00.728023
1216,active,17,2,False,4294,0,4,1,4294,0,1,1,1670634402,2022-12-10 01:15:00.728023
1217,active,6,5,False,4295,3,16,1,4295,0,1,1,1670625582,2022-12-10 01:15:00.728023
1218,active,9,0,False,4296,0,12,1,4296,0,1,1,1670629497,2022-12-10 01:15:00.728023
1219,active,27,2,False,4297,1,2,1,4297,0,1,1,1670634002,2022-12-10 01:15:00.728023
1220,active,21,8,False,4298,1,4,1,4298,0,1,1,1670634936,2022-12-10 01:15:00.728023
1221,active,25,3,False,4300,1,15,1,4300,0,1,1,1670634619,2022-12-10 01:15:00.728023
1222,active,19,1,False,4301,3,9,1,4301,0,1,1,1670634342,2022-12-10 01:15:00.728023
1223,active,7,2,False,4302,1,14,1,4302,0,1,1,1670632158,2022-12-10 01:15:00.728023
1224,active,17,4,False,4303,1,13,1,4303,0,1,1,1670634523,2022-12-10 01:15:00.728023
1225,active,13,2,False,4304,0,17,1,4304,0,1,1,1670631945,2022-12-10 01:15:00.728023
1226,active,5,2,False,4305,0,14,1,4305,0,1,1,1670634029,2022-12-10 01:15:00.728023
1227,active,4,0,False,4306,0,24,1,4306,0,1,1,1670632985,2022-12-10 01:15:00.728023
1228,active,1,0,False,4308,2,27,1,4308,0,1,1,1670633982,2022-12-10 01:15:00.728023
1229,active,2,1,False,4309,1,20,1,4309,0,1,1,1670630987,2022-12-10 01:15:00.728023
1230,active,7,1,False,4310,0,12,1,4310,0,1,1,1670628766,2022-12-10 01:15:00.728023
1231,active,10,0,False,4311,0,9,1,4311,0,1,1,1670632624,2022-12-10 01:15:00.728023
1232,active,6,0,False,4312,2,25,1,4312,0,1,1,1670628420,2022-12-10 01:15:00.728023
1233,active,0,0,False,4313,0,19,1,4313,0,1,1,1670615065,2022-12-10 01:15:00.728023
1234,active,2,0,False,4314,0,19,1,4314,0,1,1,1670633000,2022-12-10 01:15:00.728023
1235,active,3,1,False,4315,0,18,1,4315,0,1,1,1670632876,2022-12-10 01:15:00.728023
1236,active,12,4,False,4316,2,11,1,4316,0,1,1,1670634923,2022-12-10 01:15:00.728023
1237,active,14,9,False,4318,0,11,1,4318,0,1,1,1670622185,2022-12-10 01:15:00.728023
1238,active,2,0,False,4319,0,21,1,4319,0,1,1,1670628394,2022-12-10 01:15:00.728023
1239,active,1,0,False,4320,1,22,1,4320,0,1,1,1670634828,2022-12-10 01:15:00.728023
1240,active,2,2,False,4321,2,19,1,4321,0,1,1,1670634154,2022-12-10 01:15:00.728023
1241,active,11,2,False,4322,0,8,1,4322,0,1,1,1670630965,2022-12-10 01:15:00.728023
1242,active,9,5,False,4324,1,9,1,4324,0,1,1,1670634189,2022-12-10 01:15:00.728023
1243,active,14,0,False,4325,0,5,1,4325,0,1,1,1670634308,2022-12-10 01:15:00.728023
1244,active,2,0,False,4326,2,19,1,4326,0,1,1,1670631784,2022-12-10 01:15:00.728023
1245,active,8,1,False,4327,0,12,1,4327,0,1,1,1670631285,2022-12-10 01:15:00.728023
1246,active,3,1,False,4329,1,25,1,4329,0,1,1,1670634878,2022-12-10 01:15:00.728023
1247,active,7,1,False,4330,1,11,1,4330,0,1,1,1670632333,2022-12-10 01:15:00.728023
1248,active,20,1,False,4331,2,7,1,4331,0,1,1,1670633964,2022-12-10 01:15:00.728023
1249,active,19,5,False,4332,0,2,1,4332,0,1,1,1670634171,2022-12-10 01:15:00.728023
1250,out_of_service,0,0,False,4333,0,0,0,4333,0,0,0,86400,2022-12-10 01:15:00.728023
1251,active,30,9,False,4336,1,22,1,4336,0,1,1,1670634933,2022-12-10 01:15:00.728023
1252,active,61,17,False,4337,0,14,1,4337,0,1,1,1670634740,2022-12-10 01:15:00.728023
1253,active,10,1,False,4338,0,44,1,4338,0,1,1,1670633952,2022-12-10 01:15:00.728023
1254,active,55,5,False,4339,3,5,1,4339,0,1,1,1670634718,2022-12-10 01:15:00.728023
1255,active,24,12,False,4340,0,9,1,4340,0,1,1,1670634680,2022-12-10 01:15:00.728023
1256,active,16,2,False,4341,1,10,1,4341,0,1,1,1670634214,2022-12-10 01:15:00.728023
1257,active,4,0,False,4342,0,25,1,4342,0,1,1,1670632422,2022-12-10 01:15:00.728023
1258,active,10,0,False,4343,0,11,1,4343,0,1,1,1670627057,2022-12-10 01:15:00.728023
1259,active,8,5,False,4345,0,12,1,4345,0,1,1,1670633857,2022-12-10 01:15:00.728023
1260,active,8,6,False,4346,1,15,1,4346,0,1,1,1670634523,2022-12-10 01:15:00.728023
1261,active,1,0,False,4347,0,20,1,4347,0,1,1,1670625935,2022-12-10 01:15:00.728023
1262,active,1,1,False,4348,0,26,1,4348,0,1,1,1670634034,2022-12-10 01:15:00.728023
1263,active,6,1,False,4349,1,13,1,4349,0,1,1,1670633191,2022-12-10 01:15:00.728023
1264,active,3,3,False,4350,0,22,1,4350,0,1,1,1670633499,2022-12-10 01:15:00.728023
1265,active,0,0,False,4351,1,19,1,4351,0,1,1,1670633594,2022-12-10 01:15:00.728023
1266,active,13,2,False,4352,0,8,1,4352,0,1,1,1670627565,2022-12-10 01:15:00.728023
1267,active,8,0,False,4353,0,11,1,4353,0,1,1,1670633872,2022-12-10 01:15:00.728023
1268,active,11,1,False,4356,0,9,1,4356,0,1,1,1670634116,2022-12-10 01:15:00.728023
1269,active,17,3,False,4357,0,2,1,4357,0,1,1,1670633524,2022-12-10 01:15:00.728023
1270,active,17,1,False,4358,0,6,1,4358,0,1,1,1670628956,2022-12-10 01:15:00.728023
1271,active,13,4,False,4359,1,13,1,4359,0,1,1,1670634036,2022-12-10 01:15:00.728023
1272,active,12,1,False,4360,1,5,1,4360,0,1,1,1670632814,2022-12-10 01:15:00.728023
1273,active,23,0,False,4361,0,6,1,4361,0,1,1,1670631688,2022-12-10 01:15:00.728023
1274,active,0,0,False,4362,0,25,1,4362,0,1,1,1670631685,2022-12-10 01:15:00.728023
1275,active,24,1,False,4363,0,6,1,4363,0,1,1,1670633592,2022-12-10 01:15:00.728023
1276,active,18,1,False,4364,0,2,1,4364,0,1,1,1670633752,2022-12-10 01:15:00.728023
1277,active,14,0,False,4365,4,2,1,4365,0,1,1,1670633256,2022-12-10 01:15:00.728023
1278,active,16,0,False,4366,0,4,1,4366,0,1,1,1670627165,2022-12-10 01:15:00.728023
1279,active,10,1,False,4367,1,10,1,4367,0,1,1,1670627374,2022-12-10 01:15:00.728023
1280,active,12,0,False,4368,0,9,1,4368,0,1,1,1670629166,2022-12-10 01:15:00.728023
1281,active,20,1,False,4369,0,4,1,4369,0,1,1,1670633865,2022-12-10 01:15:00.728023
1282,active,11,0,False,4370,0,8,1,4370,0,1,1,1670628869,2022-12-10 01:15:00.728023
1283,active,19,1,False,4371,0,0,1,4371,0,1,1,1670634521,2022-12-10 01:15:00.728023
1284,active,17,2,False,4372,0,1,1,4372,0,1,1,1670634701,2022-12-10 01:15:00.728023
1285,active,2,2,False,4373,0,27,1,4373,0,1,1,1670634637,2022-12-10 01:15:00.728023
1286,active,7,0,False,4374,0,12,1,4374,0,1,1,1670626559,2022-12-10 01:15:00.728023
1287,active,27,2,False,4376,0,1,1,4376,0,1,1,1670629078,2022-12-10 01:15:00.728023
1288,active,17,0,False,4377,0,5,1,4377,0,1,1,1670627960,2022-12-10 01:15:00.728023
